stop_id,stop_name,stop_lat,stop_lon,location_type,zone_id
3734,Shankarwadi B,15.4807634567251,73.822575217791,0,3734
3735,Amaral Vaddo,15.4702005,73.8277598,0,3735
3736,St. Agostinho Road,15.4712275,73.8412675,0,3736
3737,TB Hospital C,15.4835276,73.8221172,0,3737
3738,Panaji Police Station,15.499874,73.82419539,0,3738
3739,Neugi Nagar A,15.49003644,73.83203295,0,3739
3740,Neugi Nagar B,15.48992732,73.83202388,0,3740
3741,Neuro Rehabilitation Centre,15.46643019,73.86368425,0,3741
3836,St. Cruz Football Ground B,15.4806628247564,73.8436419568794,0,3836
3837,Four Pillars Junction B,15.4877743875248,73.8318729613522,0,3837
3838,Interstate Bus Stand A,15.4938767015092,73.8369505783971,0,3838
3839,St. Cruz Church A,15.4763002394848,73.8456837627537,0,3839
3840,Mala B,15.4916664363981,73.8319317239861,0,3840
3841,St. Agostinho Junction B,15.4702116999219,73.8462245608343,0,3841
3842,Cabesa Ward A,15.4648749213244,73.8515070930496,0,3842
3843,Goa Medical College A,15.4643093254115,73.8563640908877,0,3843
3844,Old Bambolim Junction B,15.4599041843941,73.8516685570376,0,3844
3845,Radio Tower B,15.4573792999219,73.8492680143531,0,3845
3846,Goa University Administration B,15.457910215516,73.8331954321864,0,3846
3847,Oxdel Junction B,15.4591245491722,73.8227675277135,0,3847
3848,International Centre Goa B,15.4590094117783,73.8195576888377,0,3848
3849,NIO Colony B,15.4584504340859,73.8072236004986,0,3849
3850,National Institute of Water Sports A,15.4597802624991,73.8034213336034,0,3850
3851,Caranzalem Park A,15.4634917436569,73.8048876161593,0,3851
3852,Caranzalem Beach A,15.4678464073703,73.8068589990937,0,3852
3853,Tonca A,15.472455560117,73.807999018854,0,3853
